No,Arrival_Rate,Observed waiting time,Theoretical_result
1,0.1,0.9607221636482772,1.1111111111111112
2,0.2,1.441697216874902,1.25
3,0.30000000000000004,1.6019979283726213,1.4285714285714286
4,0.4,1.7853836056071044,1.6666666666666667
5,0.5,1.7664952937620297,2.0
6,0.6,2.213160628995633,2.5
7,0.7,2.730338620958844,3.333333333333333
8,0.7999999999999999,5.678114324587874,4.999999999999998
9,0.8999999999999999,9.200180508379992,9.999999999999991
